"cues","BOI","Concrete","SUBTLEX","AoA","n"
"salt",5.260869565,4.89,2.9983,5.05,23
"saltshaker",6,4.96,0.8451,5.42,17
"saltwater",5.192307692,4.77,1.5051,9.39,20
"salve",4.692307692,4,1.4771,9.12,15
"sand",5.956521739,5,3.0154,4.63,14
"sandalwood",4.36,4.71,1.1461,13,17
"sandbag",5.25,4.68,1.301,7.83,18
"sandbank",4.52,4.83,0.4771,8.79,22
"sandbox",5.777777778,4.86,1.7404,4.14,19
"sandcastle",5.095238095,4.96,0.699,5.42,17
"sandpaper",5.913043478,4.85,1.3617,6.33,16
"sandwich",6.333333333,4.9,3.0488,4.79,18
"sangria",4.863636364,4.45,0.9542,15.11,13
"sapling",4.304347826,4.52,1,9.2,11
"sapphire",5.125,4.76,1.7924,9.22,19
"sardine",4.869565217,5,1.6721,7.74,24
"sarong",5.357142857,4.5,0.9031,12.92,9
"sash",4.916666667,4.67,1.7709,7.67,18
"satchel",5.583333333,4.73,1.8808,12.35,13
"satin",5.125,4.57,2.1271,10.37,18
"sauce",5.130434783,4.75,2.9009,5.37,22
"saucepan",6,4.67,0.9542,7.89,16
"saucer",5.777777778,4.79,2.1492,8.44,2
"sauerkraut",5.148148148,4.54,1.716,9.26,15
"sauna",5.363636364,4.68,1.8451,10.28,20
"sausage",6.48,4.88,2.5999,6.05,13
"saw",4.76,4.46,4.3123,5.36,18
"sawdust",4.4,4.93,1.4914,7.16,16
"sawhorse",5.125,4.78,0.301,9.58,13
"sax",5.045454545,4.64,1.8129,8.75,14
"saxophone",6.222222222,5,1.9395,9.1,16
"scab",4.958333333,4.71,1.5185,6.65,14
"scale",5.652173913,4.39,2.6866,8.85,24
"scallion",5.173913043,4.72,0.9542,NA,15
"scallop",5.48,4.61,1,11.26,15
"scalp",5.25,4.82,2.2765,6.68,18
"scalpel",5.545454545,4.86,2.2095,10.73,18
"scanner",5.444444444,4.79,2.179,11.37,17
"scapula",4.684210526,4.08,1.1761,14.88,15
"scar",4.608695652,4.74,2.6365,5.68,23
"scarecrow",5,4.68,1.9542,5.56,13
"scarf",6.434782609,4.97,2.3802,5.68,15
"school",5.16,4.79,4.2302,3.89,16
"schoolboy",4.92,4.5,1.8325,6.63,15
"schoolgirl",4.625,4.66,1.9868,6.68,17
"schoolhouse",5.291666667,4.86,1.7634,6.76,17
"schoolwork",4.5,4.1,1.699,5.21,14
"scientist",4.47826087,4.24,2.7938,6.89,20
"scissor",6.173913043,4.9,1.2788,4.56,17
"scissors",6.291666667,4.85,2.534,4.5,16
"scoop",4.28,4.15,2.4624,5.14,20
"scooter",5.913043478,4.96,2.1461,6.68,17
"scorecard",4.875,4.61,0.9542,7.53,20
"scorpion",4.32,4.84,2.1367,7.84,20
"scotch",5.4,4.55,2.8768,11.83,19
"scrapbook",5.84,4.76,1.7924,7.56,16
"scraper",5.12,4.23,0.7782,8.18,17
"scratches",4.4,4.59,2.0934,NA,21
"screen",5.041666667,4.6,3.077,5.84,13
"screw",5.708333333,4.81,3.2817,6.65,20
"screwdriver",6.52173913,4.9,2.1106,6,17
"scribbling",4.814814815,4.1,1.4914,NA,15
"script",5.041666667,4.72,3.0004,9.79,13
"scrotum",5.291666667,4.87,1.4771,14.44,13
"scrubber",4.32,4.52,1.1461,8.21,24
"sculpture",5.782608696,4.79,2.2041,7.47,15
"scythe",4.727272727,4.29,1.2304,11.87,12
"sea",4.653846154,4.79,3.4847,4.74,16
"seam",4.44,4.5,1.5315,7.6,18
"seamstress",4.4,4.43,1.4472,9.71,15
"seaplane",4.333333333,4.75,1.0792,11.47,12
"searchlight",4.391304348,4.63,1.3617,8.15,11
"seashore",4.44,4.63,1.3979,6.44,11
"seasoning",4.47826087,4.67,1.4472,7.45,15
"seat",6.416666667,4.78,3.6041,4.58,19
"seating",4.84,4.29,2.0414,6.43,20
"seawater",4.961538462,4.41,1.3802,6.56,16
"seaweed",4.458333333,4.89,1.9494,6.74,16
"secretary",5.2,4.54,3.2292,7.75,18
"sedan",5.565217391,4.72,1.959,8,17
"sedative",4.416666667,4.56,2.1173,11.85,17
"seed",5.185185185,4.71,2.5877,4.72,21
"seedling",5.083333333,4.56,0.7782,6.89,18
"semen",5.269230769,4.79,2.3054,12.37,12
"senorita",4.391304348,4.18,1.5682,11.05,16
"sequin",4.923076923,4.24,0.9031,8.76,17
"servant",4.782608696,4.64,2.7924,7.89,18
"serviceman",4.8,4.57,0.9542,8.79,14
"sesame",4.652173913,4.5,1.8976,7.41,16
"sex",5.16,4.1,3.89,9.79,15
"shack",5.125,4.93,2.4609,6.15,19
"shaker",4.36,4.11,1.9138,8.33,20
"shallot",5.380952381,4.59,0.4771,14.79,15
"shampoo",6,4.68,2.3345,5.39,19
"shamrock",4.5,4.89,1.1761,10,18
"shank",4.565217391,4.18,1.8451,11.89,11
"sharpener",4.785714286,4.64,1.2553,6.44,17
"shaving",5.535714286,4.63,2.4757,NA,18
"shavings",4.6,4.5,1.3424,NA,15
"shawl",5.76,5,1.8513,9.74,17
"shed",4.333333333,4.55,2.749,7.33,15
"sheep",4.5,4.9,2.8363,4.25,18
"sheepdog",5.375,4.72,1.4472,7.11,16
"sheepskin",4.928571429,4.78,1.1761,10.21,22
"sheet",5.708333333,4.93,2.7731,5.33,17
"shelf",4.782608696,4.96,2.5514,5.5,20
"shell",5.291666667,4.8,2.8293,5.22,19
"shellfish",5.76,4.53,1.7076,9.1,12
"shelter",5.269230769,4.64,2.7752,9.21,21
"shelving",5.47826087,4.67,1.1139,NA,14
"sherbet",5.916666667,4.83,1.4771,7,14
"shield",5.037037037,4.66,2.6222,6.5,14
"shin",5.592592593,4.86,2.1987,8.39,15
"shinbone",4.826086957,4.8,1.2041,9.12,13
"shingle",4.625,4.82,1.5911,8.56,16
"shingles",4.64,4.47,1.5315,9.2,17
"ship",5.2,4.87,3.7028,5.33,16
"shipman",4.407407407,3.92,0.8451,NA,11
"shipmate",4.72,4.52,1.2553,9.42,17
"shirt",6.473045822,4.94,3.374,3.53,22
"shirtsleeve",6.125,4.64,0.301,6.47,12
"shirttail",5.333333333,4.78,1.2041,8.89,15
"shoe",6.458333333,4.97,3.1906,2.6,14
"shoehorn",5.75,4.57,1.1461,7.89,14
"shoelace",6.16,5,1.5911,4.16,18
"shoestring",6.36,4.87,1.1461,6.21,15
"shopkeeper",4.555555556,4.43,1.3222,8.11,11
"shopper",4.541666667,4.44,1.5315,6.58,12
"shore",4.333333333,4.79,3.006,6.93,19
"shortbread",5.416666667,4.56,1.0414,8.78,18
"shortcake",5.846153846,4.41,1.4314,6.79,22
"shorts",6.04,4.82,2.6821,3.95,16
"shot",4.392857143,4.44,4.0645,5.84,18
"shotgun",5.826086957,4.96,2.7101,7.53,15
"shoulder",5.869565217,4.93,3.1261,4.5,15
"shovel",5.925925926,4.97,2.5441,6.28,19
"shower",5.391304348,4.89,3.3218,4.72,22
"showerhead",5.041666667,4.93,1,8.05,18
"shrimp",4.909090909,4.8,2.6484,7.11,15
"shrine",4.555555556,4.47,2.1818,9.63,13
"shrub",5.259259259,4.92,1.1761,8.06,15
"shrubbery",4.653846154,4.89,1.2788,8.89,18
"shuffleboard",5.130434783,4.74,1.3222,10.63,13
"shutter",4.541666667,4.38,1.8751,7.83,10
"shuttle",4.695652174,4.63,2.4518,8.37,13
"sibling",5.04,4.37,1.699,7.58,17
"sideboard",5.222222222,4.42,1.1461,10.24,13
"sideburns",5.166666667,4.96,1.7782,8.44,13
"sidecar",4.347826087,4.82,1.4914,9.78,13
"sidewalk",5.291666667,4.96,2.4472,4.28,21
"sifter",4.782608696,4.64,0.7782,11,18
"sign",4.666666667,4.62,3.8324,4.32,17
"signpost",5.25,4.63,1.2304,7.89,17
"silk",4.8,4.7,2.699,7.39,24
"silkworm",5.208333333,4.62,0.6021,7.95,16
"silverware",6.24,4.66,2.0414,5.89,19
"singer",4.821428571,4.62,2.9036,5.06,18
"sink",5.48,4.74,2.9365,4.47,21
"sirloin",5.32,4.66,1.5051,11.33,17
"sister",4.8,4,3.9642,3.68,16
"sixpence",4.380952381,4.45,1.4914,10.5,12
"skate",4.913043478,4.56,2.48,5.37,25
"skateboard",6.04,4.86,1.9345,6.94,19
"skateboarder",4.739130435,4.82,1,9.84,17
"skeleton",4.347826087,4.97,2.4183,6.68,15
"sketch",4.88,4.56,2.4031,9,13
"sketchbook",5.833333333,4.79,1.0414,7.52,17
"sketchpad",5.36,4.86,0.301,8.84,18
"skewer",4.5,4.46,1.3424,8.94,15
"ski",5.52,4.63,2.617,6.68,14
"skillet",5.409090909,4.73,1.7993,8.2,20
"skin",6.16,4.79,3.3516,4.48,21
"skirt",6.041666667,4.82,2.7067,5.67,17
"skittle",5,4.12,0.301,7.07,17
"skittles",5.24,4.93,1.4472,NA,16
"skullcap",4.962962963,4.54,0.7782,14.06,12
"slacks",6.103448276,4.57,1.7559,NA,19
"slaw",4.8,4.64,1.2553,8.28,14
"sled",6.086956522,5,2.1761,4.89,21
"sledge",4.380952381,4.11,1.3979,10.06,10
"sledgehammer",5.916666667,4.89,1.6628,9.52,16
"sleeve",5.798376184,4.84,2.4579,4.94,18
"sleigh",4.84,4.71,2.2253,6,16
"slide",5.130434783,4.48,2.959,4.79,21
"slime",4.37037037,4.48,2.1523,6.78,18
"sling",4.909090909,4.52,2.0719,8.67,21
"slingshot",5.4,4.87,1.8573,6.53,16
"slipcover",5.409090909,4.69,0.4771,10.37,19
"slipknot",4.84,4.68,0.9031,11.05,12
"slipper",6.166666667,4.86,2.0569,5.26,13
"slug",4.434782609,4.64,2.4048,6,21
"slush",4.541666667,4.04,1.4624,6.95,15
"slut",4.652173913,3.19,2.7634,12.67,16
"smock",5.08,4.78,1.415,6.26,12
"smooch",4.32,4.21,1.3979,6.74,18
"smoothie",6.041666667,4.62,1.5798,8.73,13
"smuggler",4.481481481,4.31,1.7993,9.95,10
"snack",6.142857143,4.36,2.6693,2.78,13
"snail",4.52173913,4.93,1.959,5.79,22
"sneaker",6.48,4.69,1.5563,6.25,18
"snorkel",4.814814815,4.56,1.5051,9.11,13
"snot",5.32,4.48,2.0374,5.47,21
"snow",5.538461538,4.85,3.2041,4.11,16
"snowball",5.5,4.93,1.8573,4.74,15
"snowdrift",4.304347826,4.78,1,11.37,22
"snowfall",4.347826087,4.66,1.3222,5.63,22
"snowflake",5,4.76,1.7853,5.32,17
"snowman",4.916666667,4.64,1.9912,3.47,12
"snowshoe",5.541666667,4.67,0.4771,7.68,14
"soap",6.434782609,4.93,2.8899,3.17,21
"soccer",4.64,4.76,2.8069,5.89,19
"sock",5.833333333,4.91,2.6618,2.94,19
"socket",5.24,4.32,1.9191,8.06,14
"sod",5.086956522,4.62,1.9777,10.82,10
"soda",6.47826087,4.97,3.0056,4.42,15
"sofa",6.608695652,4.9,2.4771,4.5,20
"softball",5.75,4.89,2.0645,6.42,20
"soil",5.703703704,4.87,2.5999,6.48,20
"soldier",4.56,4.72,3.298,6.94,13
"soles",4.913043478,4.17,1.6812,NA,18
"solicitor",4.875,3.92,1.6628,12.53,12
"sombrero",5.518518519,4.7,1.1761,9.06,19
"someone",4.625,3.71,4.357,4.92,19
"son",5.875,4.14,4.3212,3.78,17
"songbook",5.76,4.63,0.6021,6.39,20
"souffle",5.571428571,4.57,1.3617,11.8,17
"soup",5.576923077,4.72,3.1092,5.37,13
"sourdough",5.12,4.66,1.2553,9.58,21
"southerner",5.045454545,3.67,1.0792,9.68,17
"soy",4.785714286,4.7,2.0755,13.56,14
"soybean",5.2,4.82,1.415,11.6,16
"spacesuit",4.814814815,4.96,0.8451,6.75,16
"spade",4.4,4.46,2.0755,8.11,20
"spareribs",4.869565217,4.76,1.3617,9.94,13
"spatula",5.708333333,4.96,1.7559,7.32,21
"speakers",4.92,4.93,2.0043,NA,12
"spear",5.208333333,5,2.3674,7.22,19
"spectacles",5.28,4.56,1.6335,NA,17
"spectroscope",4.9,4,0.4771,15.18,15
"speedboat",5.434782609,4.87,1.4472,6.5,18
"sphincter",4.88,4.54,1.7634,13.8,15
"spice",5.125,4.54,2.433,6.78,17
"spices",5.391304348,4.66,2.0607,6.69,12
"spider",5.32,4.97,2.7126,3.43,16
"spike",4.615384615,4.52,2.7966,7.58,16
"spinach",4.96,4.77,2.1173,4.94,15
"spine",4.8,4.88,2.4683,7.35,10
"spit",4.391304348,4.71,2.9948,5.06,17
"splint",4.958333333,4.69,1.6532,9.16,12
"splinter",4.652173913,4.41,1.8808,4.72,16
"spokesman",4.375,4.11,1.7853,9.05,12
"sponge",6.5,5,2.5353,5,13
"spool",4.52173913,4.62,1.4314,8,9
"spoon",6.115384615,4.96,2.5899,2.5,16
"sportswoman",4.68,4.32,0.4771,9.48,13
"sportswriter",4.32,3.93,1.5682,11.89,19
"spout",5,4.67,1.7243,8,17
"sprayer",4.96,4.62,0.8451,7.71,14
"spreader",4.375,3.72,1.5563,9.21,16
"springboard",5,4.24,0.699,11.25,11
"sprinkler",4.962962963,4.89,1.6812,5.53,18
"sprinter",4.565217391,4.13,0.7782,9.74,22
"spyglass",5.64,4.79,1.1761,10.83,18
"squash",5.409090909,4.7,2.3502,6.94,19
"squeegee",5.875,4.75,1.1761,9.94,11
"squirrel",4.346153846,4.89,2.4472,4.44,16
"stableman",4.375,4.73,0.301,10.21,19
"staff",4.928571429,4.36,3.213,10,16
"stage",4.875,4.64,3.3664,6.32,15
"stagecoach",4.538461538,4.93,1.716,9,15
"stair",5.36,4.93,1.8451,3.84,18
"staircase",5.695652174,4.66,1.9542,6.5,18
"stairs",5.88,5,3.0839,4.22,14
"stairwell",5.038461538,4.85,2.0374,8.94,22
"stake",4.36,4.21,2.9284,8.47,18
"stall",4.625,4.37,2.6609,7.75,15
"stallion",4.88,4.72,2.2148,9.42,15
"stamp",5.304347826,4.7,2.4814,6.33,15
"staple",5.32,4.34,1.7634,7.18,19
"stapler",6.458333333,4.62,1.6532,5.83,21
"starch",4.416666667,4.29,1.8451,10.67,13
"stationary",4.727272727,3.95,1.699,7.22,12
"stationery",4.608695652,4.29,1.8513,8.42,14
"stationmaster",4.739130435,4.22,0.9542,9.67,12
"statue",4.777777778,4.93,2.7332,7.55,20
"statuette",4.739130435,4.54,0.699,13.62,12
"steak",5.75,4.96,2.9186,6.63,19
"steamboat",4.541666667,4.9,1.4314,7.67,14
"steel",4.884615385,4.87,2.9741,7.68,14
"steelworker",4.44,4.44,0.301,10.27,21
"stem",4.666666667,4.63,2.0607,7.26,14
"stencil",5.583333333,4.83,1,6.94,15
"stenographer",4.625,4.3,1.6232,13.5,8
"step",5.2,4.54,3.782,4.11,20
"stepbrother",4.88,4.67,1.2304,7.72,14
"stepchild",5.04,4.33,0.9031,7.89,18
"stepdaughter",4.72,4.07,1.4914,8.61,19
"stepfather",5.16,4,2.1818,8.42,13
"stepladder",6.130434783,4.67,1.2788,7.22,20
"stepparent",5,3.89,0.4771,8.94,11
"stepsister",5.333333333,4.32,1.2553,8.06,13
"stepson",5.304347826,3.68,1.4472,7.94,18
"stereo",5.68,4.63,2.4843,5.95,22
"steroids",4.52,4.52,2.1173,13.18,14
"stethoscope",5.8,4.86,1.6902,8.5,20
"stewardess",5.12,4.31,2.2095,9.35,18
"stick",6.16,4.59,3.695,3.89,20
"stilt",4.652173913,4.5,0.4771,10.25,14
"stirrer",4.615384615,3.83,0.699,8.56,17
"stirrup",4.958333333,4.9,1.1139,9.68,13
"stitching",4.444444444,4.48,1.5185,8.89,15
"stockbroker",4.851851852,4.32,1.7404,11.05,11
"stocking",5.6,4.86,2.1303,6.68,17
"stockings",5.84,4.62,2.281,5.44,18
"stomach",4.44,4.89,3.237,5.26,17
"stomp",4.321428571,4.41,2.1367,5.79,10
"stone",5.875,4.72,3.3166,4.44,21
"stoneware",5.434782609,4.66,0.4771,11.71,12
"stool",6.076923077,4.9,2.2553,6.21,14
"stoop",4.5,4.63,2.1004,9.76,19
"stopwatch",6.041666667,4.92,1.5798,8.33,19
"store",5.739130435,4.5,3.6211,4.76,22
"storehouse",4.5,4.62,1.2304,8.56,17
"storekeeper",4.75,4.69,1.2553,7.6,15
"storeroom",4.655172414,4.5,1.9243,8.11,24
"storybook",5.703703704,4.92,1.4472,4.94,15
"stove",5.75,4.96,2.5888,4.32,21
"straightedge",4.291666667,4.07,0.4771,11.37,13
"strainer",4.875,4.46,1.1761,9.63,19
"straitjacket",5.037037037,4.73,1.6335,11.11,17
"strap",4.923076923,4.79,2.4216,5.61,14
"straw",6,4.77,2.5038,4.22,15
"strawberry",6.357142857,5,2.4518,4.21,13
"stream",4.678571429,4.5,2.6138,6.47,18
"street",4.708333333,4.75,3.8784,4.58,14
"streetcar",4.791666667,4.89,1.8195,9.95,21
"streets",4.769230769,4.77,3.2074,NA,19
"streetwalker",4.84,4.33,1.1139,12.61,16
"stretcher",5.08,4.56,2.0569,9.39,21
"string",5.626180837,4.76,2.8109,4.94,19
"strings",5.260869565,4.75,2.6222,5.74,15
"stroller",6.5,4.96,1.6628,7.84,15
"strongbox",4.454545455,4.79,1.2304,12.22,16
"strudel",5.666666667,4.12,1.6812,10.59,16
"student",5.043478261,4.92,3.3416,5.94,15
"stuff",4.391304348,3.13,4.1946,5,16
"submarine",4.826086957,4.8,2.5599,7.94,15
"substance",4.47826087,3.44,2.5623,9.68,14
"subway",5,4.86,2.738,7.68,21
"suds",4.652173913,4.59,1.3979,6.79,14
"suede",5,4.24,1.9685,10.5,13
"sugar",6.173913043,4.87,3.2849,3.95,17
"sugarcane",5.043478261,4.89,0.8451,7.63,17
"suit",6.52173913,4.97,3.5441,6.67,17
"suitcase",6.08,4.97,2.8351,8.22,23
"summerhouse",5,4.54,1.3617,10.33,20
"sundae",5.96,4.59,1.9138,5.11,17
"sundeck",4.5,4.61,0.301,9.4,16
"sunflower",5.333333333,4.8,1.5441,6,17
"sunglasses",6.458333333,4.83,2.3054,5.56,19
"sunroof",4.814814815,4.68,1.3617,11.15,14
"supermarket",4.869565217,4.57,2.4082,4.53,15
"supervisor",4.269230769,4.26,2.4843,9.17,16
"supper",5.2,4.63,2.9952,6.32,17
"suppository",5.782608696,4.37,1.1461,12,13
"surfboard",5.916666667,4.57,1.6812,NA,16
"surgeon",5,4.54,2.9238,8.58,17
"surveyor",4.47826087,3.85,1.1461,11.67,15
"sushi",5.708333333,4.96,2.3483,11.19,20
"suspender",5.76,4.54,0.4771,7.39,25
"suspenders",5.24,4.68,1.6435,NA,18
"suture",4.652173913,4.15,2.1038,14.61,20
"swab",4.76,4.34,2.0864,8.94,17
"swamp",4.52173913,4.96,2.6618,7.95,14
"swan",4.208333333,4.96,2.5428,6.32,13
"sweatband",6.041666667,4.37,0.699,9.8,16
"sweater",6.592592593,4.78,2.8482,5.22,13
"sweatshirt",6.6,4.93,2.0828,5,13
"sweetener",5.2,4.48,1.1761,9.65,15
"swimsuit",6.08,4.78,2.0086,5.61,14
"swing",5.36,4.54,3.1225,4.16,12
"switchblade",5.869565217,5,1.3617,10.32,17
"switchboard",4.777777778,4.61,1.7709,8.56,15
"sword",5.461538462,4.93,3.1258,5.45,19
"syringe",5.535714286,4.81,2,10.63,19
"syringes",5.541666667,4.79,1.415,NA,14
"syrup",5.16,4.76,2.4166,5.42,18
"tabasco",5.260869565,4.59,1.3802,NA,21
"table",6.4,4.9,3.7314,4.39,13
"tablecloth",5.347826087,4.85,1.6902,6.26,15
"tablespoon",5.142857143,5,1,6.63,18
"tablet",6.517241379,4.82,1.8865,6.83,18
"tableware",6.083333333,4.65,0.4771,7.56,16
"tabloid",4.52173913,4.07,1.7559,10.95,15
"taco",NA,4.93,2.2014,7.72,17
"taffy",4.6,4.79,2.0899,7.44,20
"tag",4.72,4.25,2.8506,5,17
"tailcoat",5.47826087,4.67,0.301,12.33,20
"taillight",5,4.86,1.6335,9.33,16
"tailor",5.130434783,4.67,2.3304,9.83,17
"talisman",4.708333333,4.15,1.8751,12.67,15
"tambourine",5.916666667,4.86,1.6628,6.53,18
"tampon",6.208333333,4.86,1.5441,12.11,12
"tangerine",5.772727273,4.81,1.5911,8.15,16
"tank",4.608695652,4.8,3.1163,7.17,16
"tape",5.833333333,4.9,3.5456,4.42,20
"tapestry",4.565217391,4.52,1.5682,10.95,13
"tapioca",4.454545455,4.64,1.5051,9.16,9
"tar",4.37037037,4.78,2.2068,7.22,11
"tartar",4.48,4.4,1.8865,9.94,17
"tattoo",4.730769231,4.71,2.786,7.79,21
"tavern",4.36,4.78,2.2014,8.84,23
"taxi",5.464285714,4.93,3.1202,7.58,22
"taxpayer",4.583333333,4.14,1.4771,10.35,14
"tea",6.153846154,4.69,3.4758,5.47,18
"teabag",6.32,4.82,0.4771,6.67,13
"teacher",5.416666667,4.52,3.4538,4.55,15
"teacup",6.347826087,4.92,1.5315,5.39,18
"teahouse",4.347826087,4.57,1.6335,10.44,13
"teakettle",6.125,4.97,0.9031,7.37,16
"teakwood",5.136363636,4.62,0.301,13,13
"teammate",5.074074074,4.15,1.6721,6.17,14
"teapot",6.2,4.96,1.6532,6.22,17
"tear",4.44,4.56,3.1392,4.89,17
"teardrop",4.695652174,4.56,1.1761,6.06,17
"tearoom",4.458333333,4.58,0.9031,10.63,13
"teaspoon",4.76,4.76,1.3979,5.26,16
"teaspoonful",4.4,4.27,0.8451,7.45,20
"technician",4.56,4.1,2.1239,8.82,14
"tee",5.347826087,4.59,2.0453,8.21,18
"teenager",5.08,4.34,2.5465,7.22,20
"teeth",6.275862069,4.96,3.3876,NA,26
"telescope",5.916666667,5,2.179,6.95,15
"television",5.6,4.83,3.238,4.11,17
"temple",4.84,4.53,2.9523,8.79,17
"tenant",4.8,4.55,2.1931,10.33,17
"tenderloin",4.962962963,4.39,1.3222,9,14
"tent",5.5,4.96,2.9509,5.16,21
"tepee",4.916666667,4.85,1.4472,5.65,21
"termite",4.32,4.7,1.5911,7.94,18
"terrace",4.454545455,4.67,2.2405,9.89,12
"terrier",5.416666667,4.62,1.699,8.68,18
"terrycloth",4.692307692,4.55,0.7782,12.07,18
"testes",5.083333333,4.54,0.9542,NA,15
"testicle",6.24,4.59,1.7709,11.6,18
"textile",4.964285714,4.23,1.415,9.75,14
"theatergoer",5,3.92,0.4771,12.65,16
"theologian",4.47826087,3.76,1.1761,14.52,15
"therapist",5.148148148,4.52,2.6866,10.89,13
"thermometer",5.56,4.96,2.0531,6.63,15
"thermos",5.518518519,4.67,1.7634,8.29,16
"thermostat",5.074074074,4.87,1.7709,8.89,14
"thesaurus",5.363636364,4.79,1.3222,9.26,17
"thigh",5.76,4.9,2.2833,6.42,19
"thimble",5.347826087,5,1.1761,8.05,10
"thong",6.47826087,4.93,2.0334,12.41,12
"thorn",4.925925926,5,2.4166,5.97,14
"thread",4.76,4.83,2.4216,7.06,15
"throat",5.347826087,4.97,3.2643,5.09,21
"throne",5.217391304,4.64,2.6454,7.28,16
"thumb",6.357142857,4.96,2.781,4.42,16
"thumbnail",4.88,4.5,0.9031,8.56,16
"thumbscrew",5.173913043,4.32,0.6021,12.12,19
"thumbtack",5.956521739,4.96,1,7.17,15
"thyme",4.958333333,4.96,1.0414,12.42,14
"ticket",5.333333333,4.7,3.3664,5.32,21
"tickler",4.76,3.76,1.0792,6.61,13
"tie",6.260869565,4.81,3.3555,4.74,17
"tightrope",4.590909091,4.78,1.3979,7.67,18
"tights",5.956521739,4.62,2.1335,7.22,18
"tile",4.76,4.68,2.0374,6.8,17
"tiller",4.541666667,4.26,1.3222,11.28,13
"timber",4.695652174,4.9,2.1072,6.47,15
"timepiece",5.375,4.36,1.1761,9.33,13
"tin",4.727272727,4.87,2.6454,6.79,21
"tinderbox",4.958333333,4.79,0.4771,12.2,9
"tinfoil",5.458333333,4.96,1.3979,7.84,24
"tinplate",4.869565217,4,0.7782,10.88,20
"tinsel",4.777777778,4.82,1.3979,6.61,18
"tire",5.291666667,5,2.8007,6.16,20
"tissue",5.72,4.93,2.7388,4.76,12
"tit",5.92,4.64,2.2355,10.32,13
"toast",6.2,4.93,3.2325,4.67,14
"toaster",6.04,4.9,2.2989,6.72,16
"toastmaster",4.652173913,3.88,0.6021,NA,12
"tobacco",5.666666667,4.88,2.5527,7.39,21
"toboggan",5.68,4.76,0.699,10.12,21
"toddler",5.875,4.29,1.6128,6.11,17
"toe",5.954545455,4.93,2.8116,3,17
"toffee",5.608695652,4.89,1.3617,6.22,21
"tofu",5.555555556,4.86,2.1399,11.89,23
"toga",4.52173913,4.73,1.6812,11.12,10
"toilet",6.368918919,4.97,3.1688,3.54,20
"toiletry",5.222222222,4.52,0.6021,10.16,13
"token",5.2,4.3,2.3139,7.58,17
"tomahawk",4.958333333,4.83,1.3617,8.29,17
"tomato",6.125,5,2.48,4.61,20
"tomb",4.739130435,4.73,2.4594,11.05,20
"tombstone",5.043478261,4.71,2.0414,7.95,18
"tong",5.227272727,4.4,2.0682,9.62,17
"tongs",5.826086957,5,1.6128,7.78,18
"tongue",5.928571429,4.93,3.2014,4.47,22
"tonic",5.086956522,4.1,2.2923,12.63,12
"tool",6.304347826,4.6,2.7396,5.37,13
"tooth",6.037037037,4.89,2.8407,3.61,17
"toothbrush",6.72,5,2.4082,4.33,14
"toothpaste",5.76,4.97,2.2068,3.33,18
"toothpick",6.375,4.93,1.7243,6.83,18
"topaz",4.642857143,4.37,1.716,11.19,14
"topsoil",4.92,4.85,1.0414,9.61,13
"torch",4.851851852,4.76,2.4065,7.84,17
"torchlight",4.64,4.28,0.699,8.53,20
"torso",5.64,4.83,1.9777,9.33,13
"tortilla",6.037037037,4.89,1.2304,8.28,19
"tortoise",4.541666667,4.87,1.7634,5.88,17
"tote",4.28,4.38,1.7482,10.74,20
"toupee",6.217391304,4.65,1.8129,9.63,16
"tourist",5,4.59,2.3766,8.76,16
"tourniquet",4.956521739,4.5,1.7076,12.72,16
"towel",6.04,4.86,2.8591,3.22,16
"tower",4.307692308,4.76,3.0667,6.33,18
"townsfolk",4.583333333,3.82,1.3222,9.11,20
"townspeople",4.909090909,4.21,1.7482,7.94,13
"toy",6.08,4.93,2.9345,3,14
"track",4.916666667,4.31,3.4539,6.94,15
"tracksuit",5.653846154,4.73,0.699,10.5,21
"tractor",5.590909091,5,2.281,5.5,18
"tradesman",4.84,4.07,0.8451,11.44,13
"trailer",5.296296296,4.79,2.7634,6.37,16
"train",5.333333333,4.79,3.6857,4,20
"trainee",4.72,3.89,1.8388,11.79,11
"trainer",5.357142857,4.31,2.4548,10,15
"trampoline",5.88,5,1.5441,6.79,20
"tranquilizer",4.56,4.55,1.9685,11.58,17
"tranquilizers",4.607142857,4.26,1.6628,11.74,21
"trap",4.695652174,4.3,3.0853,6.44,15
"trapeze",4.958333333,4.55,1.8451,9.28,13
"trash",5.136363636,4.7,3.0596,4.47,18
"trashcan",5.76,4.86,1.301,4.5,12
"traveler",4.714285714,4.07,2.1903,6.89,15
"traveller",4.5,4.57,1.6128,NA,16
"tray",5.166666667,4.74,2.6138,6.05,20
"treadmill",6,4.93,1.6335,11.15,18
"treasure",4.666666667,4.32,2.9881,6.06,23
"treat",4.791666667,3.79,3.4228,4.61,17
"tree",5.84,5,3.5206,3.57,19
"trench",4.285714286,4.46,2.1987,10.21,14
"triceps",5.52,4.46,1.1461,11.33,16
"tricycle",6.173913043,4.68,1.4472,4.05,21
"trigger",5.16,4.31,2.9355,8.33,19
"trinket",4.791666667,4.48,1.5682,9.39,14
"tripe",4.7,3.54,1.6232,12.62,9
"tripod",5,4.72,1.6721,9.26,17
"trolley",5.416666667,4.73,1.8633,8.47,15
"trombone",5.75,4.9,1.8195,7.83,19
"trophy",4.916666667,4.89,2.5866,5.55,14
"trousers",6.185185185,4.93,2.4216,7.89,19
"trout",4.76,4.72,2.3139,8.56,11
