"Cue","AFSS","BOI","Concrete","SUBTLEX","AoA","Length","n.unique","n.unique.affordance","total.affordance"
"nun",28,4.666666667,4.92,2.5514,8.39,3,27,20,38
"nurse",45,5.130434783,4.39,3.3608,5.84,5,37,32,78
"nursemaid",27,4.583333333,4.5,1.4624,9.75,9,26,22,40
"nursery",31,4.875,4.48,2.3181,6.95,7,27,21,50
"nut",39,5.555555556,4.52,2.902,5.21,3,36,34,105
"nutcracker",40,5.36,4.81,1.5682,7.24,10,59,56,124
"nutmeg",32,4.608695652,4.69,1.5682,8.83,6,26,25,68
"nutshell",25,4.375,4.29,1.6902,6.67,8,28,24,54
"nylon",37,4.928571429,4.7,1.8451,10,5,36,23,60
"oar",38,5.307692308,4.84,1.6335,5.83,3,25,23,64
"oat",21,4.8,5,1.4472,5.83,3,37,27,70
"object",55,6.416666667,3.66,3.1189,7.94,6,28,21,96
"obstetrician",31,5.04,4.31,1.1461,12.56,12,29,21,52
"ocean",38,5.217391304,4.86,3.1892,4.74,5,27,23,83
"oceanographer",35,4.44,3.97,0.699,12.74,13,27,24,52
"offspring",50,4.913043478,3.93,2.1173,11.65,9,35,27,75
"oilcan",45,4.782608696,4.62,0.8451,7.59,6,34,33,85
"oilcloth",35,5.125,4.4,0.301,12.53,8,28,22,60
"ointment",29,5.869565217,4.5,1.9243,7.9,8,30,26,47
"okra",32,5.269230769,4.78,1.4314,12.61,4,25,25,80
"olive",36,6.173913043,4.9,2.5752,6.68,5,29,26,86
"omelet",44,5.6,4.93,2.0864,6.5,6,57,50,138
"onion",34,5.476190476,4.86,2.3365,6.05,5,32,29,109
"opal",26,4.6,4.42,1.7243,9.28,4,29,20,34
"ophthalmologist",38,4.423076923,4.32,1.1761,11.35,15,26,24,52
"opium",41,4.269230769,4.56,2.0607,12.41,5,31,27,64
"optician",27,4.851851852,4.68,0.699,11.24,8,26,21,50
"orange",40,5.08,4.66,3.0565,3.26,6,34,26,94
"orchard",34,4.333333333,4.75,1.9956,7.67,7,30,24,57
"orchid",25,4.68,4.92,2.0453,9.76,6,28,20,50
"ore",32,4.375,4.48,1.9294,11.12,3,25,20,43
"oregano",30,5.64,4.81,1.6335,10.88,7,35,30,69
"organ",47,5.185185185,4.77,2.5694,8.72,5,27,24,74
"organism",27,4.727272727,4.16,2.0212,10.61,8,26,21,40
"orgy",28,4.782608696,3.67,1.9445,13.95,4,25,23,45
"ornament",35,6.181818182,4.04,1.7709,6.1,8,34,30,90
"orphan",37,5.259259259,4.04,2.4683,6.94,6,32,22,66
"orthodontist",28,4.916666667,4.43,1.415,10.26,12,25,19,40
"ottoman",29,5.833333333,4.9,1.2304,10.94,7,27,23,79
"outfielder",19,4.6,4.67,0.7782,8.1,10,25,19,34
"outfit",58,6.130434783,4.12,3.1075,7,6,34,28,104
"outhouse",27,4.64,4.89,1.5911,7.9,8,31,22,47
"outlet",25,4.541666667,4.31,2.0128,8.32,6,32,30,59
"oven",21,5.923076923,4.97,2.6571,5.67,4,24,24,63
"overcoat",35,6.52,4.5,1.8751,8.95,8,37,32,79
"oxtail",25,4.444444444,4.5,0.301,12.29,6,30,22,49
"oyster",25,5.407407407,4.85,2.1959,8,6,25,21,54
"pacemaker",34,4.363636364,4.68,1.5911,12.42,9,32,25,50
"pacifier",33,6.090909091,4.61,1.3222,4.56,8,32,31,72
"package",42,5.75,4.72,3.0656,6.61,7,26,24,93
"packaging",42,5.038461538,4.44,1.6435,8.89,9,27,26,66
"packet",41,4.52173913,4.46,2.1106,8.94,6,31,25,63
"pad",40,5.217391304,4.43,2.6191,8.83,3,33,30,68
"padding",38,4.925925926,4.52,1.699,8.45,7,26,24,65
"paddle",32,5.68,4.8,2.2833,6.58,6,27,25,62
"padlock",24,6.08,4.92,1.5563,8.84,7,26,21,48
"page",39,4.96,4.9,3.2817,5.16,4,31,30,88
"pail",38,4.772727273,4.93,1.6902,6.16,4,27,27,84
"painkiller",35,5.518518519,4.18,1.4472,11.59,10,29,24,50
"paint",33,5.090909091,4.79,3.2737,4.45,5,26,24,56
"paintbox",27,4.44,4.65,0.7782,6.35,8,28,26,66
"paintbrush",32,5.56,4.79,1.4472,6.22,10,26,26,82
"pajamas",44,6.222222222,4.73,2.4742,3.48,7,61,59,142
"pal",41,4.333333333,3.93,3.4681,5.74,3,34,27,82
"pallet",31,4.36,4.59,1.3424,12,6,26,22,56
"palm",49,5.44,4.83,2.8299,6,4,29,24,89
"pamphlet",53,5.565217391,4.61,1.7853,9.5,8,28,26,100
"pan",42,6.409090909,4.86,2.798,4.72,3,37,34,109
"panhandler",34,4.92,4,1.1761,13.12,10,37,27,55
"pantaloons",31,4.695652174,4.79,1.0792,NA,10,28,26,64
"panties",28,5.791666667,4.9,2.618,5.75,7,29,26,63
"pantry",16,5.260869565,4.67,1.9542,8.17,6,32,29,51
"pants",38,6.333333333,4.86,3.4767,3.23,5,25,22,72
"paper",60,5.695652174,4.93,3.722,4,5,36,34,178
"paperback",39,5.090909091,4.57,1.3802,7.94,9,34,25,80
"paperhanger",22,4.625,4.04,0.9542,10.71,11,27,24,44
"paperweight",24,5.291666667,4.78,1.3424,6.72,11,27,24,55
"paprika",30,4.428571429,5,1.6232,9.63,7,31,31,76
"parachute",39,4.68,4.78,2.2122,7,9,25,23,62
"parachutist",31,4.6,4.3,0.9542,11.11,11,27,25,44
"parakeet",39,5.12,4.9,1.7482,6.53,8,31,25,64
"paraphernalia",33,4.5,3.67,1.5051,13.27,13,28,19,47
"paratrooper",42,4.291666667,4.89,1.2304,13.41,11,27,24,56
"parcel",37,5.583333333,4.81,1.8573,10.67,6,27,21,67
"parchment",33,4.681818182,4.48,1.6021,10.5,9,26,23,62
"parent",44,5.04,4.56,2.8267,4.22,6,27,26,73
"parka",32,5.875,4.65,1.5051,10.32,5,31,28,71
"parsley",36,5.434782609,4.77,1.6435,8.95,7,28,26,95
"parsnip",32,5.666666667,4.85,0.699,10.75,7,26,23,76
"partner",48,5.230769231,3.53,3.584,5.85,7,38,32,103
"passenger",29,5.08,4.34,2.7404,6.65,9,30,19,41
"passionflower",24,4.782608696,4.72,0.301,NA,13,27,22,55
"passport",30,5,5,2.7284,12.16,8,27,26,52
"pasta",28,5.72,4.86,2.3365,5.78,5,29,25,84
"pastrami",16,5.142857143,4.74,1.699,8.42,8,26,22,41
"pastry",43,6.086956522,4.97,1.9956,7.21,6,30,26,99
"path",31,4.37037037,4.41,3.098,6.11,4,34,28,73
"patrolman",36,4.814814815,4.67,1.7993,9.5,9,35,31,63
"paw",41,5,4.3,2.2041,5.89,3,27,24,60
"pea",40,5.777777778,4.9,2.301,3.95,3,33,31,98
"peach",21,5.88,4.9,2.5119,4.21,5,27,25,61
"peacock",36,4.8,5,2.4183,5.76,7,32,25,67
"peanut",27,6.192307692,4.89,2.8,5,6,34,28,67
"peanuts",44,6.12,4.9,2.5866,4.72,7,31,31,111
"pear",33,5.72,4.93,1.8388,4,4,25,23,72
"pearl",30,5.555555556,4.87,2.9031,6.28,5,25,20,59
"peashooter",21,4.84,4.28,0.6021,9.79,10,28,24,43
"pebble",27,5.47826087,4.86,1.8195,5.68,6,29,26,64
"pecan",29,5.5,4.87,1.6902,6.8,5,25,22,76
"pedal",33,5.04,4.44,2.0212,6.5,5,31,30,69
"pedestal",37,4.88,4.48,1.8325,10.8,8,31,27,68
"pedestrian",18,4.962962963,4.41,1.8573,9.75,10,26,25,49
"pedicurist",39,5.137931034,4.04,0.4771,14.76,10,30,27,70
"pedometer",25,5.681818182,4.93,0.301,14.06,9,25,24,50
"peel",19,4.458333333,4.61,2.4378,6.05,4,25,20,36
"peelings",23,4.652173913,4.27,0.7782,6.44,8,34,24,47
"peephole",27,4.875,4.74,1.3979,9.35,8,24,23,53
"peg",29,4.391304348,4.93,3.269,6.83,3,25,24,45
"pegboard",25,5.04,4.93,0.301,8.32,8,30,23,41
"pellet",33,4.296296296,4.56,1.8325,10.18,6,27,24,59
"pelvis",42,5.72,4.93,2.017,9.95,6,28,25,63
"pen",38,6.64,4.92,3.1011,5.11,3,26,26,92
"pencil",38,5.869565217,4.88,2.7024,4.06,6,37,36,118
"pendant",22,5.791666667,4.75,1.6721,10.3,7,32,24,42
"penknife",33,5.833333333,4.83,0.9542,11.61,8,28,24,82
"pennant",25,5.153846154,4.37,1.5911,11.47,7,26,21,39
"penny",34,6.448275862,4.83,3.0934,4.67,5,37,33,85
"penthouse",48,4.333333333,4.36,2.3655,13.11,9,26,23,88
"peony",37,4.333333333,4.48,0.4771,12.27,5,25,23,88
"people",59,6.076923077,4.82,4.7501,3.52,6,33,29,93
"pepper",41,5.875,4.59,2.6532,5.47,6,36,36,103
"peppercorn",20,5.181818182,4.89,0.8451,11.42,10,34,26,53
"peppermint",28,5.391304348,4.43,1.8573,5.7,10,25,23,57
"pepperoni",20,5.875,5,2.1206,6.21,9,29,26,60
"perfume",35,4.96,4.66,2.7664,7.06,7,36,35,95
"periscope",23,4.653846154,4.78,1.8513,10.16,9,25,25,39
"peroxide",18,4.555555556,4.93,1.7482,9.84,8,27,25,40
"person",56,6.12,4.72,4.0357,4.67,6,34,31,96
"perspiration",26,4.826086957,4.81,1.4472,10.32,12,27,22,36
"pet",55,6.214285714,4.71,3.0128,4.05,3,39,35,120
"petal",45,5.75,4.57,1.6628,6.33,5,26,21,52
"phalanges",57,4.35,4.61,1.2553,NA,9,27,20,92
"pharmacist",35,5.041666667,4.03,1.8976,8.79,10,37,24,57
"pharmacy",36,5.083333333,4.78,2.2455,8.79,8,30,22,62
"phone",56,6.5,4.86,4.1385,4.11,5,26,25,121
"phonograph",41,4.423076923,4.59,1.7559,9.18,10,30,27,69
"photocopier",26,6.12,4.72,0.4771,10.22,11,25,24,62
"photocopy",27,4.260869565,4.5,1.2041,11,9,28,23,55
"photograph",38,5.875,4.89,2.7634,6.68,10,26,22,77
"physician",42,5.12,4.65,2.4969,8.68,9,33,29,75
"physiologist",40,4.75,4.25,0.7782,15.32,12,26,26,57
"piano",27,6.166666667,4.9,3.1035,5.5,5,27,24,56
"piccolo",33,4.956521739,4.71,1.8195,NA,7,34,30,71
"pickaxe",24,5.333333333,4.93,0.9542,NA,7,26,23,55
"pickle",38,5.730769231,4.64,2.3729,6.05,6,33,30,77
"picnicker",25,4.458333333,4.32,0.301,8.42,9,25,20,42
"picture",45,5.32,4.52,3.8489,4.05,7,26,24,80
"picture frame",40,NA,4.61,NA,NA,13,30,29,88
"pie",44,5.869565217,4.92,3.1664,3.67,3,39,38,126
"piercing",41,5,4.15,1.8513,NA,8,36,30,61
"pig",37,4.56,5,3.3004,3.84,3,29,27,73
"piglet",38,4.68,4.93,2.0374,5.68,6,26,20,70
"pigtail",24,4.958333333,4.67,0.9542,5.89,7,35,19,37
"pike",44,4.590909091,4.25,2.3711,12.06,4,27,25,69
"pilaf",26,4.7,4.2,1.0414,12.25,5,24,22,49
"pill",32,6.36,4.72,2.781,6.06,4,32,26,61
"pillar",27,5.041666667,4.77,1.9138,8.26,6,36,33,61
"pillow",34,6.391304348,5,2.7649,3.47,6,28,28,87
"pillowcase",38,5.92,4.93,1.5315,5.15,10,33,31,83
"pilot",27,4.52173913,4.67,3.1339,6.32,5,28,27,56
"pimento",44,4.769230769,4.64,0.699,NA,7,26,24,72
"pimple",30,5.72,4.77,1.9345,9.57,6,34,31,68
"pin",39,5.88,4.92,2.9222,4.53,3,25,24,58
"pinball",29,5.782608696,4.48,1.8976,6.95,7,28,25,51
"pincushion",34,5.260869565,4.69,1,8.56,10,32,28,60
"pine",35,4.347826087,4.37,2.5011,5.53,4,34,25,58
"pineapple",32,6.304347826,4.94,2.1173,6.25,9,32,28,78
"pinecone",41,5.821428571,4.85,1.1461,4.61,8,37,32,87
"pinewood",26,4.541666667,4.74,1.2041,NA,8,25,22,49
"pinkie",46,5.260869565,4.39,1.9345,3.21,6,34,26,68
"pinwheel",37,5.8,4.66,0.9031,7.63,8,35,29,73
"pipe",31,5.653846154,4.88,2.9956,8.17,4,26,25,53
"pistachio",46,5.541666667,4.93,1.8921,8.74,9,39,35,107
"pistol",38,5.260869565,4.89,2.711,7.28,6,27,25,85
"pitcher",24,5.259259259,4.93,2.2201,6.42,7,28,25,67
"pitchfork",38,5.681818182,5,1.5563,6.89,9,26,22,63
"pizza",36,6.541666667,5,3.233,4.67,5,28,27,91
"placard",41,4.458333333,4.46,0.8451,12.27,7,27,22,56
"placenta",34,4.28,4.79,1.3979,12.06,8,29,23,55
"plaintiff",28,4.375,3.9,2.2742,12.33,9,37,22,43
"plane",48,5.458333333,4.92,3.6878,4.95,5,37,37,114
"plank",35,4.92,5,2.0212,7.84,5,27,25,67
"planner",34,4.916666667,3.61,1.9243,9.05,7,25,22,61
"plant",35,5.652173913,4.76,3.1489,3.95,5,26,23,66
"plantain",25,5.409090909,4.42,0.301,12.8,8,27,21,58
"planter",22,4.666666667,4.61,1.5185,7.68,7,26,22,44
"plaque",40,4.52,4.7,2.0294,7.39,6,27,22,44
"plaster",22,4.4,4.59,2.1303,9.16,7,28,22,40
"plastic",67,5.04,4.79,2.9814,5.11,7,57,49,153
"plate",36,5.590909091,4.77,3.1169,3.84,5,31,27,90
"platform",26,4.579514825,4.48,2.4969,7.83,8,30,24,57
"platter",29,5.75,4.93,2.1761,8.68,7,29,26,67
"player",37,4.72,4.15,3.2849,6.89,6,35,23,57
"playground",34,4.695652174,4.77,2.4166,4.28,10,34,34,100
"playhouse",25,4.869565217,4.72,1.5315,5.17,9,28,24,52
"playroom",26,4.52,4.71,1.6232,6.11,8,34,26,59
"playsuit",36,5.36,3.96,0.301,8.64,8,29,24,67
"plaything",30,4.92,3.68,1.415,8.17,9,25,22,51
"playwright",26,4.28,3.56,1.8633,10.44,10,26,25,46
"plexiglas",24,5.041666667,4.8,1.2041,NA,9,26,21,42
"pliers",41,6.086956522,4.93,1.7782,7,6,36,36,89
"plow",37,5,4.46,1.9868,7.11,4,34,29,74
"plug",25,5.875,4.64,2.7259,6.05,4,29,21,48
"plum",34,5.62962963,4.85,2.243,5.5,4,28,26,72
"plumber",29,4.44,4.63,2.3617,8.56,7,30,25,49
"plywood",36,4.807692308,4.82,1.3802,9.38,7,32,29,80
"pocket",23,5.407407407,4.68,3.2605,4.74,6,24,23,53
"pocketbook",16,5.884615385,5,1.8865,9.35,10,30,25,45
"pocketknife",38,5.692307692,4.93,1.2553,5.94,11,36,35,97
"podiatrist",35,4.791666667,4.63,1.0414,15.5,10,30,22,47
"poet",29,4.565217391,4.36,2.673,8.61,4,29,28,60
"poinsettia",35,5.347826087,4.92,0.6021,8.89,10,31,28,71
"poker",38,4.590909091,4.2,2.9138,9.1,5,29,26,66
"pole",36,5.32,4.66,2.8082,5.63,4,31,26,70
"police",51,4.739130435,4.79,4.0808,5.05,6,35,32,93
"policeman",39,5.428571429,4.93,2.7774,4.44,9,30,25,61
"policewoman",41,4.904761905,4.89,1.3802,6.37,11,34,27,62
"politician",40,4.409090909,4.33,2.2253,9.11,10,28,22,54
"polyester",29,5.086956522,4.12,1.8062,10.16,9,34,24,53
"pomegranate",38,5.391304348,4.86,1.1461,11.17,11,34,34,107
"pompom",29,5.16,4.68,0.9031,8.5,6,34,31,79
"poncho",37,5.458333333,4.97,1.6532,8.84,6,39,34,85
"pond",42,4.5,4.9,2.5105,5.16,4,26,22,70
"pony",38,5.375,4.9,2.617,5.39,4,26,23,80
"pooch",27,5.045454545,4.32,1.8261,7.67,5,27,21,55
"poodle",37,5.652173913,4.89,2.1644,6.53,6,27,20,62
"pool",34,6.041666667,4.77,3.3797,5.15,4,34,32,94
"poop",41,5.88,4.83,2.4564,4,4,25,22,50
"popcorn",46,6,5,2.6684,4.17,7,38,34,121
"porch",39,4.44,4.92,2.692,5.4,5,36,35,106
"pork",30,4.916666667,4.79,2.7308,5.63,4,26,24,71
"porridge",35,4.80952381,4.89,1.6335,6.35,8,37,33,87
"portfolio",50,4.8,4,2.0212,13.84,9,38,29,66
"portrait",36,4.272727273,4.9,2.444,7.61,8,28,23,75
"postage",29,4.32,4.37,1.6902,8.33,7,34,30,63
"postcard",44,5.76,4.93,2.3263,6.74,8,28,24,72
"poster",45,5.583333333,4.66,2.4857,8.12,6,32,31,103
"postman",33,4.913043478,4.74,2.1106,5.22,7,34,33,77
"postmaster",37,5.2,4.59,1.2553,11.32,10,29,27,63
"pot",49,6.16,4.81,3.0607,5.95,3,38,37,113
"potato",36,5.6,4.85,2.7612,4.84,6,32,29,104
"potboiler",20,4.84,4.16,0.301,12.92,9,25,24,52
"potpourri",17,5.333333333,4.59,1.3979,10.15,9,25,21,35
"pottery",35,5.458333333,4.72,1.9777,7.83,7,28,26,64
"potty",20,5.037037037,4.12,1.9395,2.28,5,26,21,37
"pouch",26,5.178571429,4.5,1.9445,6.56,5,25,20,44
"poultry",43,4.826086957,4.72,1.716,8.39,7,29,20,82
"powder",46,5.416666667,4.76,2.9133,5.06,6,33,28,77
"powderpuff",42,4.923076923,4.35,0.301,10.56,10,31,25,61
"powerboat",36,5.782608696,4.76,0.699,8.47,9,35,34,74
"practitioner",35,4.5,3.89,1.6435,13.61,12,26,22,48
"prankster",25,4.642857143,3.59,1.0792,8.58,9,27,24,49
"preschooler",31,4.409090909,4.33,0.4771,NA,11,29,25,65
"present",35,4.32,3.39,3.6593,4.83,7,26,23,71
"pretzel",29,6.04,4.74,2.0128,5,7,25,22,70
"priest",25,4.56,4.77,3.1261,7.1,6,25,21,50
"primate",59,4.375,4.5,1.5563,9.32,7,43,34,91
"primrose",34,4.368421053,4.08,1.3222,12.53,8,33,23,48
"printout",50,5.2,4.53,1.5563,11.56,8,25,22,77
"prisoner",48,4.307692308,4.11,3.0722,8,8,32,25,68
"prize",30,4.916666667,4.45,3.058,5.11,5,29,26,56
"produce",32,5.565217391,3.31,2.752,7.75,7,29,21,78
"programmer",32,4.695652174,3.86,1.7559,13.28,10,28,23,47
"projector",25,5.086956522,4.64,1.7993,7.16,9,29,24,49
"proofreader",37,4.36,3.82,0.301,9.83,11,35,31,70
"prop",64,5.125,4.46,2.2765,10.83,4,56,50,125
"propeller",36,4.36,4.9,1.8976,7,9,31,26,57
"proprietor",28,4.884615385,4.24,1.7853,12.21,10,26,19,39
"prosecutor",43,4.64,4.24,2.5647,11.47,10,30,23,59
"prosthesis",37,4.689655172,4.19,1,13.22,10,28,20,52
"prostitute",32,5,4.28,2.5866,11.78,10,25,22,51
"protester",40,4.8,3.96,1.0414,11.06,9,26,21,45
"protractor",29,5.434782609,4,0.6021,9.75,10,26,22,55
"prune",34,5.074074074,4.7,1.8808,7.85,5,25,22,68
"pub",35,4.666666667,4.71,2.281,12.05,3,34,29,90
"publication",31,4.48,4.41,1.959,10.89,11,26,22,52
"publisher",19,4.44,4.24,2.3636,11.15,9,25,22,44
"puck",28,4.608695652,4.5,2.1703,7.79,4,32,22,64
"pudding",34,5.958333333,4.9,2.4983,4.79,7,33,30,80
"puddle",33,5,4.67,2,5.37,6,25,22,65
"pug",26,5.965517241,4.62,1.7243,9.17,3,25,22,59
"puke",29,4.5,4.59,2.5051,6.94,4,31,26,45
"pulley",46,5.208333333,4.74,1.3617,9.9,6,30,28,66
"pullover",27,4.56,4.32,1.1461,8.05,8,32,20,49
"pulp",27,5.208333333,4.3,1.9731,9.63,4,25,19,41
"pumice",25,4.857142857,3.85,0.9031,12.18,6,27,23,39
"pump",24,4.347826087,4.31,2.8102,6.06,4,36,25,51
"pumpernickel",28,5.130434783,4.77,1.699,NA,12,25,21,57
"pumpkin",28,5.708333333,4.9,2.7435,4.78,7,25,23,74
"punchbowl",39,5.25,4.85,1,8.44,9,27,24,69
"punter",24,4.464285714,4.07,0.7782,9.71,6,24,21,37
"pup",29,5.44,4.61,2.2175,5.11,3,30,22,62
"pupil",22,4.8,4.55,2.2068,8.06,5,26,23,42
"puppet",42,5.739130435,4.64,2.4472,5,6,33,32,86
"puppy",55,6.25,4.78,2.7672,3.28,5,34,31,146
"purse",37,6.291666667,4.9,3.0039,5.53,5,31,28,71
"pushcart",30,5.272727273,4.25,1.2553,9.39,8,32,30,68
"putty",37,5,4.48,1.9731,7.72,5,29,21,51
"puzzle",27,5.44,4.75,2.574,5.11,6,30,21,43
"quadriceps",40,4.5,4.36,0.699,13.42,10,31,26,76
"quarter",44,5.333333333,4.43,3.1232,5.79,7,35,30,99
"quarterback",35,4.346153846,4.61,2.3874,7.63,11,26,20,46
"quarters",33,5.909090909,4.57,2.9165,6.32,8,27,24,62
"questionnaire",37,4.461538462,4.24,1.6128,10.84,13,30,27,59
"quiche",33,5.727272727,4.53,1.6435,13.13,6,25,24,64
"quill",26,4.565217391,5,2.1461,9.04,5,28,27,59
"quilt",34,5.826086957,5,1.6021,6.55,5,25,24,65
"rabbit",34,5,4.93,3.029,3.94,6,24,22,75
"racehorse",35,5.208333333,4.83,1.7782,6.67,9,35,33,95
"rack",23,4.68,4.48,2.5999,6.26,4,34,30,64
"racket",29,5.24,4.26,2.5798,8.2,6,29,23,59
"radiator",21,5.217391304,4.78,2.017,8.53,8,26,23,48
"radio",33,5.291666667,4.74,3.5952,5.17,5,27,25,66
"radiologist",32,4.913043478,4.52,1.3222,12.83,11,34,29,53
"radish",36,5.846153846,4.87,1.5051,5.25,6,33,26,71
"raft",46,5.36,5,2.382,7.35,4,31,29,74
"rag",40,5.666666667,4.67,2.3892,5.22,3,40,38,120
"rail",32,5.517241379,4.9,2.3692,7.89,4,27,21,49
"railroad",26,4.333333333,5,2.8028,6.06,8,27,24,45
"rain",54,4.958333333,4.97,3.3971,3.6,4,56,50,133
"raincoat",36,5.954545455,5,1.9294,5.5,8,36,34,95
"raindrop",29,5.208333333,4.89,1.1139,6.11,8,31,25,59
"rainwater",35,5.407407407,4.64,1.0792,6.21,9,29,25,79
"raisin",33,5.64,4.97,1.9243,5.05,6,34,31,98
"rake",30,6.136363636,4.84,2.1847,5.32,4,34,30,64
"ramp",36,4.666666667,4.69,2.1703,7.28,4,37,35,97
"rancher",39,4.68,4.83,1.6812,9.72,7,27,21,54
"raspberry",38,5.884615385,4.93,1.9868,5.33,9,25,22,76
"rat",34,4.608695652,4.85,3.2212,5.11,3,31,24,61
"rattle",30,4.409090909,4.07,2.238,4.5,6,26,20,44
"razor",24,6.12,4.9,2.5465,7.11,5,35,33,89
"receipt",66,5.28,4.86,2.5798,8.53,7,72,61,158
"receptacle",27,4.863636364,4.58,1.3617,10.24,10,26,22,51
"receptionist",34,4.68,4.36,1.9912,9.95,12,27,21,60
"record",37,4.75,4.15,3.6401,6.3,6,25,24,64
"recorder",25,5.8,4.43,2.4031,8.37,8,28,22,46
"recruiter",29,4.347826087,4,1.5563,NA,9,32,24,52
"rectum",36,5.041666667,4.92,1.415,9.84,6,34,24,48
"reefer",28,4.52173913,4.54,1.699,13.76,6,25,20,54
"refrigerator",29,5.851851852,5,2.6314,4.11,12,28,26,68
"reindeer",32,4.5,4.7,2.238,3.58,8,33,23,60
"remote",37,4.357142857,3.44,2.8537,7.05,6,36,30,79
"repairer",22,4.583333333,4.29,0.301,9,8,35,31,57
"reptile",25,5,4.47,1.8633,6.05,7,27,20,50
"residence",46,4.333333333,4.34,2.6253,9.11,9,37,35,94
"respirator",29,4.923076923,4.56,1.5798,10.11,10,26,20,45
"restaurant",39,5.275862069,4.89,3.3755,5.95,10,26,25,70
"retriever",26,4.96,4.15,1.5911,8.74,9,25,24,44
"revolver",41,5.555555556,4.69,2.1523,9.26,8,30,29,95
"rhinestone",27,5.291666667,4.82,1.5185,11.06,10,33,24,65
"rhubarb",29,5.260869565,4.86,1.7482,10.53,7,26,21,62
"rib",23,5.92,4.9,2.48,6.3,3,28,25,55
"ribbon",27,6.375,4.89,2.4133,5.25,6,26,20,53
"rice",33,6.291666667,4.86,2.8865,3.72,4,25,23,78
"rifle",42,5.958333333,4.85,2.8716,7.85,5,29,29,102
"rind",27,5.130434783,4.48,1.1761,8.95,4,28,22,55
"ring",42,6.130434783,4.81,3.675,4.53,4,28,23,73
"rink",33,4.333333333,4.56,2.0414,8.69,4,35,34,85
"river",42,4.64,4.89,3.4518,4.9,5,27,25,91
"riverbank",29,4.64,4.68,1.5441,6.44,9,27,21,48
"riverboat",31,5.52,4.9,1.3222,7.9,9,26,22,51
"roach",31,4.708333333,4.96,2.1335,7.15,5,33,25,63
"road",29,5.896551724,4.75,3.7566,4.55,4,30,30,80
"roadway",38,4.565217391,4.67,1.0792,6.89,7,33,31,93
"roast",25,4.821428571,4.4,2.699,8.5,5,34,29,67
"robber",27,4.464285714,4.31,2.3802,5.74,6,28,25,46
"robe",36,5.909090909,5,2.6375,6.38,4,25,22,62
"robot",45,4.861185984,4.65,2.7938,5.35,5,30,27,66
"rock",43,5.48,4.91,3.643,3.22,4,28,26,81
"rocker",22,5.04,4.31,1.8129,7.06,6,28,24,56
"rod",29,4.454545455,4.43,2.7388,7.42,3,27,24,55
"rodent",42,5.041666667,4.7,1.9685,6.95,6,28,23,65
"roll",33,4.44,4.16,3.5089,4.47,4,30,27,58
"rook",38,4.772727273,4.38,1.8573,11.59,4,29,24,62
"roommate",67,5.16,4.52,2.7649,9.21,8,38,32,121
"roosters",38,4.6,4.93,1.2304,NA,8,26,22,66
"root",30,4.583333333,4.34,2.7284,5.94,4,26,21,47
"rope",45,6.2,4.93,3.0641,5.44,4,28,27,89
"rosary",36,5.791666667,4.63,1.7924,8.21,6,38,31,69
"rose",40,5.76,4.9,3.4322,6.11,4,28,26,94
"rosebush",31,5.333333333,4.69,0.7782,4.89,8,24,22,55
"rosemary",31,5.379310345,4.68,2.4031,NA,8,25,22,58
"rosewater",23,5.25,4.58,0.4771,10.69,9,26,20,42
"rotisserie",22,4.791666667,4.23,1,11.26,10,34,30,61
"rowboat",38,5.375,4.81,1.7404,6.05,7,26,20,63
"rubber",32,5.304347826,4.86,2.8543,7.62,6,28,20,43
"rubbish",29,4.666666667,3.64,2.4564,10.63,7,26,23,50
"ruby",40,4.76,4.77,2.7839,6.83,4,35,24,81
"rucksack",33,5.041666667,4.14,0.9542,14.3,8,26,21,72
"rug",43,6.173913043,4.79,2.7259,4.61,3,26,24,82
"ruler",34,5.25,4.66,2.2122,5.94,5,24,23,61
"rum",28,5.64,4.93,2.5832,11.56,3,28,26,61
"runner",45,4.608695652,4.86,2.4048,5,6,32,25,74
"rye",23,4.407407407,4.74,2.3284,9.26,3,27,20,62
"sack",24,5.083333333,4.84,2.8195,5.83,4,26,23,49
"sackcloth",18,4.913043478,4.65,0.9542,11.46,9,25,20,36
"saddle",28,4.954545455,4.85,2.6021,6.42,6,34,27,64
"saddlebag",35,5.409090909,4.88,1.1461,11.37,9,28,24,64
"saffron",40,4.666666667,4.44,1.5051,14.89,7,28,26,73
"sage",37,4.375,4.54,1.9542,11.39,4,36,33,83
"sailboat",46,5.266216216,4.89,1.9191,4.65,8,26,21,78
"sailcloth",37,4.454545455,4.39,0.4771,10.69,9,27,23,60
"salad",51,6.111111111,4.97,2.939,5.61,5,40,37,118
"salamander",37,4.714285714,4.7,0.9542,6.89,10,24,22,64
"salesgirl",40,4.769230769,4.46,1.3424,7.89,9,33,29,66
"saleslady",48,4.28,4.65,0.9542,8.83,9,28,26,72
"salesman",23,4.84,4.81,2.7267,8.29,8,34,28,51
"saleswoman",33,4.608695652,4.8,1.2041,7.8,10,35,31,73
"salmon",31,4.454545455,4.81,2.525,8,6,28,25,75
"saloon",31,4.301480485,4.68,2.42,9,6,26,20,48
"salt",46,5.260869565,4.89,2.9983,5.05,4,39,38,106
"saltshaker",44,6,4.96,0.8451,5.42,10,33,31,79
"saltwater",33,5.192307692,4.77,1.5051,9.39,9,32,25,56
"salve",32,4.692307692,4,1.4771,9.12,5,25,23,51
